기업명,상태,기업소개,증권구분,모집가액,청약금액,발행금액,발행일,업종,청약률,청약자수,중개업자,임직원수,자산총계,부채총계,자본총계,자본금,매출액,영업이익,당기순이익
컨버전스테크날러지,종료,"3차원 스캐너, 3차원 피규어를 제조하고 유통하며, 피규어 카페 브랜드로 프랜차이즈 서비스를 하는 기업입니다. 국내에 본사, 연구소, 공장을 두고 있으며, 현재 국내에 매장을 운영하고 있습니다.",주식,"99,997,000","3,895,000",0,2018-12-13,제조,4%,14,와디즈파이낸스,5,"516,761,367","378,040,971","138,720,396","100,000,000","200,000,000","-48,307,346","-40,870,163"
은성네트워크,종료,요트및 보트관련 레저서비스 모바일 기반 통합 플랫폼화 사업,주식,"30,600,000",0,0,2018-12-13,도소매,0%,0,오픈트레이드,2,,,,,,,
진테크,종료,"(주)진테크는 전기요금 파격절감, 초미세먼지 제거, 99.8% 산소 공급으로 건강과 행복을 드리는 산소에어컨 “하늬바람”을 생산하는 친환경 기업이자 벤처기업입니다.",주식,"51,000,000",0,0,2018-12-13,제조,0%,0,오마이컴퍼니,4,,,,,,,
샤뽀,성공,"아시아 최초의 모자 전문 컬처센터, ""루이엘모자박물관""에서 또 다른 방법을 배움니다. 관광객에게 한류를 체험하는 또 다른 방법을 학생들에게는 문화와 직업을 알아가는 새로운 경험을 선사합니다.",주식,"160,022,500","140,420,500","140,420,500",2018-12-13,도소매,88%,27,크라우디,22,"3,787,124,144","2,299,557,823","1,487,566,321","400,000,000","2,240,730,451","262,305,326","199,890,201"
모션블루,성공,"㈜모션블루는 <MOBLO>라고 하는 전자블록 기반의 코딩 기기를 개발, 유통하는 기업입니다. 하드웨어와 디지털 콘텐츠를 융합한 플랫폼을 기반으로 코딩학습 사업을 전개하며, 중국 중심으로 글로벌 사업 진출을 모색하고 있는 ICT 스타트업입니다.  ",주식,"100,000,000","95,000,000","95,000,000",2018-12-12,IT·영상,95%,57,와디즈파이낸스,14,"2,874,786,995","1,465,164,870","1,409,622,125","1,442,150,000","1,032,455,651","-681,262,995","-517,531,122"
비엔에프시리즈,종료,"수제버거 대중화, 국내최초 수제버거 포장배달!
(주)비엔에프시리즈의 버거앤프라이즈는 미국식 수제버거를 판매하는 전문 프랜차이즈 기업입니다.",주식,"100,000,000","3,200,000",0,2018-12-12,전문기술,3%,4,와디즈파이낸스,7,"169,274,988","121,302,587","47,972,401","50,000,000","968,829,215","25,647,235","13,187,172"
티티씨디펜스,성공,(주)티티씨디펜스는 한국발명진흥회와 이동로봇 개량 사업 및 방폭 블록에 대한 국유특허 실시 계약과 수의계약을 체결하였습니다. 수입품에 의존하는 EOD 로봇 및 테러의 디펜스를 위한 방폭 블록 등의 국가 소유의 고급 특허를 개량 사업을 진행하고 있습니다. 그 외 티티씨디펜스의 특허 “안티-드론” 시스템을 연구·개발하며 국내 뿐만 아니라 해외의 테러를 예방하기 위한 제품을 개발하는 업체입니다. ,채권,"300,000,000","257,800,000","257,800,000",2018-12-10,전문기술,86%,16,IBK투자증권,10,"136,684,110","30,935,257","105,748,853","100,000,000","51,000,000","6,248,689","5,748,853"
티티엔지,종료,티티엔지는 POPGOLF 플랫폼과 HelloCady 로봇트롤리 융합을 통해 글로벌 골프 표준화 캐디역할 수행이 가능하도록 제품개발을 하고 있으며 대중골프 현실화와 골프표준화가 가능한 모듈을 개발하고 있습니다.,주식,"50,000,000","28,200,000",0,2018-12-08,IT·영상,56%,21,와디즈파이낸스,6,"609,335,916","268,796,949","340,538,967","162,564,500","413,925,361","22,398,454","16,919,397"
테디아일랜드,성공,테디베어 캐릭터 개발 및 비즈니스 전문 회사,주식,"50,000,000","51,975,000","50,000,000",2018-12-08,제조,104%,59,와디즈파이낸스,6,"936,088,352","723,026,236","213,062,116","400,000,000","736,598,150","23,869,404","21,098,366"
쓰리디코리아,성공,"1. 소재생산: FDM 3D프린터용 필라멘트, 3D펜 전용필라멘트           2. 3D프린터 제조: 컬러3D프린터, 특수3D프린터                         3. 소형압출기 제작                                                               4. 기술지원: 3D프린팅에 관련된 부속 및 기술 제공   ",주식,"400,140,000","321,030,000","321,030,000",2018-12-07,제조,80%,25,크라우디,7,"1,890,772,246","1,557,554,311","333,217,935","213,780,000","1,103,758,625","34,906,298","32,158,739"
아스트로닉엘에스,종료,"* 고휘도 집적화 LED 방수*방폭*방탄, 기능이 탑재된 LED 발광다이오드 패키지 제조 신기술을 보유하고 있으며, LED 패키지 소자 제조 신기술로 고출력 방수*방폭*방탄 LED 조명 제품을 생산해서 국방부&UN 조달청& 해외 공공기관에 LED 조명 제품을 공급하는 사업을 영위하고 있습니다.",주식,"300,000,000","5,000,000",0,2018-12-05,제조,2%,1,오픈트레이드,7,,,,,,,
또르르,종료,"* 바이오 융복합 기술을 활용한 화장품, 식품, 의약품으로 활용가능한 천연물질 탐색 및 발굴과 관련된 연구 및 개발
* 천연 기능성 소재의  과학화로 안전성과 안정성이 우수한 소재 활용
* 피부과학을 바탕으로 미백, 보습 및 주름개선을 위한 과학적인 접근으로 제품 개발",주식,"240,000,000","4,008,000",0,2018-12-04,도소매,2%,3,오픈트레이드,6,"211,728,618","90,182,400","121,546,218","120,000,000","263,267,610","-131,173,080","69,537,426"
홀마,성공,저희 (주)홀마는 대구광역시에 소재한 한방 말 전용 세정제를 제조하는 기업입니다. 대구 한의대학교와 산학협력하여 한방성분의 친환경 말 전용 세정제 및 말 관리 용품을 제조 기업입니다.,주식,"50,004,000","47,844,000","47,844,000",2018-12-04,제조,96%,18,와디즈파이낸스,5,"1,070,817,080","652,674,102","418,142,978","150,000,000","607,363,270","43,090,279","138,633,562"
화이트블록,성공,대학사회 모바일 종합소비 플랫폼 사업을 진행 중에 있습니다. 대학생활협동조합 온라인 솔루션 구축 대상 업체에 선정되어 교내 각종 복지매장들을 편리하게 모바일로 이용할 수 있도록 하는 플랫폼을 개발 중입니다.,주식,"50,000,000","46,000,000","46,000,000",2018-12-01,IT·영상,92%,15,오픈트레이드,6,,,,,,,
올로케이션,성공,올로케이션은 뛰어난 모빌리티 관제시스템 구축 기술을 바탕으로 편리한 모빌리티 공유서비스와 통합 주차플랫폼 서비스를 만들어갑니다,주식,"600,000,000","502,000,000","502,000,000",2018-12-01,IT·영상,84%,96,와디즈파이낸스,28,"1,635,989,212","544,600,569","1,091,388,643","715,000,000","1,940,317,481","-329,301,505","-571,741,205"
프리티,종료,"당사는 전세계 뷰티아티스트의 DB(포트폴리오 및 영업정보)를 구축하고, 아티스트 개개인의 독립적 영업을 위한 온·오프라인의 인프라를 제공 합니다.
이를통해, 고객은 기존의 단순 장소(뷰티샵)의 정보를 넘어 실제 용역을 제공하는 사람(뷰티아티스트)의 정보를 찾을 수 있는 신개념 뷰티서비스 플랫폼 입니다.？",주식,"50,010,000","540,000",0,2018-12-01,IT·영상,1%,3,오픈트레이드,4,"165,139,714","198,331,123","-33,191,409","20,000,000",,"-74,330,168","22,204,508"
마이렌,성공,"차량용 자동차 삼각대와 IOT 연동을 통한 IOT 하이브리드형 삼각대가 주 사업이며,   보조 사업 으로 3D Print를 이용한 시제품  제작과 어플리케이션 개발이 있습니다",주식,"40,000,000","66,800,000","40,000,000",2018-12-01,IT·영상,167%,14,오픈트레이드,2,,,,,,,
알피,성공,-,주식,"699,997,500","699,997,500","699,997,500",2018-12-01,제조,100%,2,크라우디,26,"4,043,600,425","1,349,447,568","2,694,152,857","940,000,000","1,900,529,787","7,212,014","57,904,651"
블루앤,종료,보다 더 편리한 생활을 위해 스마트폰을 통한 입출입 솔루션을 전문으로 제공하고 있습니다.,주식,"99,983,520","2,293,200",0,2018-11-30,제조,2%,1,와디즈파이낸스,8,"523,795,430","590,808,842","-67,013,412","102,600,000","387,291,408","-393,371,377","-177,088,233"
길재소프트,성공,임산부를 위한 디지털 콘텐츠 및 디지털 헬스케어 서비스 제공자 및  제품 제조자,주식,"100,002,000","95,514,000","95,514,000",2018-11-29,IT·영상,96%,30,오픈트레이드,9,"856,938,924","820,709,647","36,229,277","174,990,000","806,934,183","-403,156,787","-154,154,092"
엘큐어,성공,"엘큐어는 치유 기능성 화장품 제조 업체로서 2018년 12월 조직 재생 효능이 있는 바이오 신소재 개발을 성공하였고, 향후 해당 신소재를 함유한 다양한 환자용 화장품을 개발하여 판매를 다각화하고 있습니다.",주식,"70,575,000","70,575,000","70,575,000",2018-11-27,제조,100%,42,오픈트레이드,4,"446,327,903","472,347,686","-26,019,783","200,000,000","122,404,750","-184,735,098","-202,647,299"
온컬처크라우드펀딩,종료,"(주)온컬처인은 온컬처크라우드펀딩(주)(SPC)의 모법인이자 전시컨벤션 전문회사(PEO,Professinal Exhibition Organizer)로서 13여년동안 아트, 영상, 도서, 캐릭터 등 다양한 전시문화콘텐츠 프로젝트를 진행하고 있는 벤처기업입니다.",채권,"50,000,000","10,000,000",0,2018-11-21,예술·여가,20%,8,오마이컴퍼니,2,,,,,,,
우성엔터테인먼트,성공,외국영화 수입/제작/배급하는 회사,채권,"100,000,000","82,900,000","82,900,000",2018-11-21,IT·영상,83%,131,와디즈파이낸스,7,"9,717,308,588","13,628,298,009","-3,910,989,421","300,000,000","5,989,468,342","-2,509,834,204","-2,443,715,016"
이씨쓰리,종료,"EC3는 국내 최초로 Hardware, Software 컨텐츠 및 Mobile App까지 통합 연동하여 outdoor를 indoor 에서도 즐길 수 있는 4DX Cycling Solution, BITELLI를 개발합니다. Bitelli를 통해 Outdoor Sports의 역동감을 실내에서도 즐길 수 있습니다.",주식,"100,000,000","5,000,000",0,2018-11-22,제조,5%,2,코리아에셋투자증권,12,"1,370,809,454","882,077,293","488,732,161","122,113,500","565,441,709","62,519,659","53,452,807"
틸투원,종료,"틸투원은 Suggesty 플랫폼을 개발 운용 하는 기업입니다. 빅데이타에 기반 하여 국내 패션상품을 해외 소비자에게 추천, 판매 하는 기업입니다.",주식,"149,820,000","15,510,000",0,2018-11-22,IT·영상,10%,12,와디즈파이낸스,6,"15,985,975","40,015,135","10,000,000","10,000,000","3,131,368","-80,898,999","-34,029,160"
엔이알,종료,엔이알은 'Read the Air & Lead Health ! ' 라는 캐치 프레이즈로 환기가 가능한 창문 부착형 공기청정기를 만드는 기업입니다. 배기와 흡기가 모두 가능한 양방향 창문환기형 공기청정기가 공기청정기의 패러다임을 바꿀 것입니다!,주식,"49,950,000","25,275,000",0,2018-11-22,제조,51%,18,와디즈파이낸스,4,"281,529,302","144,588,602","136,940,700","100,000,000","166,900,000","29,047,768","24,967,395"
에코마인,성공,"에코마인은 두발전문 화장품 기업으로 두피.탈모의 문제점을 집중적으로 연구하여 자연친화적 친환경신소재 조성물인 탈모예방및 양모촉진용 조성물 특허(제10-0782273호),다시마 추출물을 함유하는 항진균 조성물 특허(제10-0852203호)를 개발하여 두피.탈모의 근본적 문제점을 해결하기 위한 전문적이고 기능성이 우수한 제품 및 한국형 두피탈모관리 시스템을 완성하여 기술력, 제품력에 있어 그 우수성을 인정받고 있습니다.",주식,"50,086,000","51,192,000","50,086,000",2018-11-21,제조,102%,40,크라우디,27,"2,277,200,378","1,063,069,020","1,214,131,358","221,670,000","2,093,604,711","79,102,150","138,784,557"
아뮤즈,종료,중소기업 일본 현지 직판 수출 플랫폼,주식,"99,960,000",0,0,2018-11-21,IT·영상,0%,0,크라우디,10,"222,616,574","78,617,618","143,998,956","50,000,000","347,243,531","100,869,806","93,998,956"
프라임오토,성공,.,주식,"30,000,000","25,100,000","25,100,000",2018-11-21,제조,84%,3,오픈트레이드,9,"510,000,892","381,472,685","128,528,207","50,000,000","175,406,019","78,524,586","78,528,207"
센시,성공,"목적지 기반 최적화된 주차장 안내 서비스, 파킹브라더",주식,"20,020,000","16,640,000","16,640,000",2018-11-21,IT·영상,83%,12,크라우디,5,"927,039","848,403","78,636","2,000,000","618,187","-2,251,408","-1,921,364"
로한,종료,로한은 면생리대를 직접제조하여 판매하는 회사입니다. 주로 온라인에서 판매하고 있으며 유아용품과 요실금패드도 제조하여 판매하고 있습니다.,주식,"100,000,080","14,166,678",0,2018-11-17,제조,14%,8,와디즈파이낸스,5,"35,564,066","13,869,577","21,694,489","30,000,000","31,491,251","1,318,986","1,275,688"
지이에스,성공,보안 장비 및 에너지 관리 시스템 제조,주식,"50,000,000","47,500,000","47,500,000",2018-11-17,제조,95%,49,이안프론티어,23,"8,331,802,935","5,156,340,879","3,175,462,056","304,880,000","6,473,421,734","293,211,855","341,931,188"
일점육일팔,성공,기업과 구직 학생들을 이어주는 플랫폼인 잡판기를 개발 / 운영하는 주식회사 일점육일팔입니다.,주식,"100,000,714","89,286,964","89,286,964",2018-11-14,IT·영상,89%,58,와디즈파이낸스,8,"248,912,140","149,392,140",,"100,000,000",,"-480,000","-480,000"
우주에프앤디,종료,우주라이크커피는 국내 연간 4조원이라는 대형 커피시장에서 특색있고 차별성이 강조되는 친환경적인 아이템으로 많은 고객분들의 사랑을 받으며 높은 성장을 기록하고있습니다.,주식,"100,000,000","33,300,000",0,2018-11-14,기타,33%,62,와디즈파이낸스,17,"209,058,599","1,053,138,466","-844,079,867","20,000,000","983,532,440","-861,411,393","-864,071,467"
더브레드블루,종료,"더브레드블루는 계란, 우유, 버터 등 동물성 재료를 전혀 사용하지 않고도 맛있는 빵과 먹거리를 제공하는 비건 푸드테크기업입니다.",주식,"50,000,000","10,050,000",0,2018-11-13,제조,20%,48,와디즈파이낸스,24,"311,140,991","367,789,897","-56,648,906","10,000,000","60,969,514","-67,925,905","-66,648,906"
팬스컴스,종료,디지털 스크린을 통해 고객을 연결합니다. 디지털 스크린을 통해 멀티미디어를 활용한 새로운 마케팅 채널을 구축할 수 있는 솔루션 및 HW패키지를 개발 보급합니다. ,주식,"50,000,000","12,800,000",0,2018-11-13,IT·영상,26%,14,와디즈파이낸스,4,"1,107,155,775","447,295,196","659,860,579","10,000,000","855,678,367","-65,584,321","186,580,852"
스마트골프,성공,㈜스마트골프는 10년여에 걸쳐 개발한 스크린골프 시스템의 판매를 통해 타석스크린 골프 및 휘트니스 시장 업계에서 상위권을 선점하고 있습니다.,주식,"229,636,800","215,754,400","215,754,400",2018-11-10,제조,94%,188,와디즈파이낸스,15,"3,703,380,223","1,274,764,217","2,428,616,006","671,210,000","2,026,473,320","91,676,108","81,442,689"
투디엠,성공,"
[주요사업 내용]
소프트웨어 개발 및 판매
 - QR코드를 이용한 모바일 전자결제
 - 모바일을 이용한 현금영수증 자동발행 / 기부앱 등
관련사업의 프랜차이즈 가맹사업 등
소프트웨어 개발 간련 컨설팅 및 시스템 구축 사업 등 ",주식,"150,040,000","157,190,000","150,040,000",2018-11-09,IT·영상,105%,50,크라우디,9,"188,192,708","152,821,114","35,371,594","100,000,000","172,400,000","-36,943,819","-35,210,511"
